Rank	Word	Count	Frequency
460	rest	58	0.000216
461	simply	57	0.000213
462	soft	57	0.000213
463	saying	57	0.000213
464	brother	57	0.000213
465	idea	57	0.000213
466	whats	57	0.000213
467	church	57	0.000213
468	gerty	57	0.000213
469	among	57	0.000213
470	six	57	0.000213
471	child	57	0.000213
472	fire	56	0.000209
473	ear	56	0.000209
474	walking	56	0.000209
475	often	56	0.000209
476	dog	56	0.000209
477	girls	56	0.000209
478	id	56	0.000209
479	gutenberg™	56	0.000209
480	chap	55	0.000205
481	tap	55	0.000205
482	speak	55	0.000205
483	boots	55	0.000205
484	order	55	0.000205
485	married	55	0.000205
486	wall	55	0.000205
487	doing	55	0.000205
488	run	55	0.000205
489	2	54	0.000202
490	followed	54	0.000202
491	quickly	54	0.000202
492	person	54	0.000202
493	live	54	0.000202
494	somewhere	54	0.000202
495	line	54	0.000202
496	horse	54	0.000202
497	city	54	0.000202
498	boys	54	0.000202
499	law	54	0.000202
500	thou	54	0.000202
501	arm	53	0.000198
502	ask	53	0.000198
503	road	53	0.000198
504	pat	53	0.000198
505	children	53	0.000198
506	blood	52	0.000194
507	laid	52	0.000194
508	warm	52	0.000194
509	fell	52	0.000194
510	sitting	52	0.000194
511	quick	52	0.000194
512	change	52	0.000194
513	since	52	0.000194
514	hour	52	0.000194
515	blind	52	0.000194
516	shillings	52	0.000194
517	passing	52	0.000194
518	office	52	0.000194
519	simon	52	0.000194
520	themselves	52	0.000194
521	trousers	51	0.000190
522	room	51	0.000190
523	hot	51	0.000190
524	alone	51	0.000190
525	bread	51	0.000190
526	answer	51	0.000190
527	beauty	51	0.000190
528	try	51	0.000190
529	la	51	0.000190
530	dollard	51	0.000190
531	use	50	0.000187
532	yellow	50	0.000187
533	began	50	0.000187
534	hold	50	0.000187
535	milk	50	0.000187
536	bridge	50	0.000187
537	smell	50	0.000187
538	ago	50	0.000187
539	works	50	0.000187
540	neck	49	0.000183
541	figure	49	0.000183
542	mary	49	0.000183
543	eh	49	0.000183
544	really	49	0.000183
545	m	49	0.000183
546	lot	49	0.000183
547	theyre	49	0.000183
548	car	49	0.000183
549	art	48	0.000179
550	general	48	0.000179
551	play	48	0.000179
552	cut	48	0.000179
553	mine	48	0.000179
554	pass	48	0.000179
555	itself	48	0.000179
556	fat	48	0.000179
557	lambert	48	0.000179
558	kelleher	48	0.000179
559	different	48	0.000179
560	certain	48	0.000179
561	please	47	0.000175
562	points	47	0.000175
563	bring	47	0.000175
564	silent	47	0.000175
565	thy	47	0.000175
566	whom	47	0.000175
567	cup	47	0.000175
568	sleep	47	0.000175
569	royal	47	0.000175
570	flower	47	0.000175
571	anyhow	47	0.000175
572	per	47	0.000175
573	present	47	0.000175
574	daughter	47	0.000175
575	corny	47	0.000175
576	public	47	0.000175
577	language	46	0.000172
578	teeth	46	0.000172
579	touch	46	0.000172
580	makes	46	0.000172
581	wants	46	0.000172
582	court	46	0.000172
583	short	46	0.000172
584	job	46	0.000172
585	company	46	0.000172
586	age	46	0.000172
587	ladies	46	0.000172
588	smile	45	0.000168
589	care	45	0.000168
590	however	45	0.000168
591	—you	45	0.000168
592	within	45	0.000168
593	beside	45	0.000168
594	making	45	0.000168
595	thinking	45	0.000168
596	turning	45	0.000168
597	heavy	45	0.000168
598	smiled	45	0.000168
599	tongue	45	0.000168
600	tom	45	0.000168
601	b	45	0.000168
602	kiss	45	0.000168
603	meet	45	0.000168
604	paddy	45	0.000168
605	wasnt	45	0.000168
606	small	45	0.000168
607	omolloy	45	0.000168
608	bronze	45	0.000168
609	caffrey	45	0.000168
610	blessed	44	0.000164
611	damn	44	0.000164
612	pair	44	0.000164
613	leave	44	0.000164
614	bright	44	0.000164
615	silk	44	0.000164
616	given	44	0.000164
617	standing	44	0.000164
618	low	44	0.000164
619	least	44	0.000164
620	goes	44	0.000164
621	mirror	43	0.000160
622	calls	43	0.000160
623	whose	43	0.000160
624	glass	43	0.000160
625	hamlet	43	0.000160
626	eat	43	0.000160
627	above	43	0.000160
628	question	43	0.000160
629	trying	43	0.000160
630	late	43	0.000160
631	natural	43	0.000160
632	herself	43	0.000160
633	husband	43	0.000160
634	forget	42	0.000157
635	cry	42	0.000157
636	twice	42	0.000157
637	gods	42	0.000157
638	fall	42	0.000157
639	nine	42	0.000157
640	talk	42	0.000157
641	possible	42	0.000157
642	deasy	42	0.000157
643	someone	42	0.000157
644	letters	42	0.000157
645	wrote	42	0.000157
646	none	42	0.000157
647	lane	42	0.000157
648	sad	42	0.000157
649	hall	42	0.000157
650	business	42	0.000157
651	blazes	42	0.000157
652	telling	42	0.000157
653	looks	42	0.000157
654	account	42	0.000157
655	crawford	42	0.000157
656	douce	42	0.000157
657	virag	42	0.000157
658	sat	41	0.000153
659	running	41	0.000153
660	clean	41	0.000153
661	dress	41	0.000153
662	card	41	0.000153
663	drew	41	0.000153
664	sent	41	0.000153
665	stop	41	0.000153
666	hotel	41	0.000153
667	richie	41	0.000153
668	died	41	0.000153
669	act	41	0.000153
670	breen	41	0.000153
671	female	41	0.000153
672	florry	41	0.000153
673	bello	41	0.000153
674	wrong	40	0.000149
675	silver	40	0.000149
676	doesnt	40	0.000149
677	sing	40	0.000149
678	sort	40	0.000149
679	flesh	40	0.000149
680	pay	40	0.000149
681	rock	40	0.000149
682	shadow	40	0.000149
683	moon	40	0.000149
684	priest	40	0.000149
685	square	40	0.000149
686	milly	40	0.000149
687	william	40	0.000149
688	taken	40	0.000149
689	jack	40	0.000149
690	myles	40	0.000149
691	bent	39	0.000146
692	—a	39	0.000146
693	laughed	39	0.000146
694	suddenly	39	0.000146
695	spoke	39	0.000146
696	else	39	0.000146
697	paid	39	0.000146
698	stone	39	0.000146
699	seven	39	0.000146
700	takes	39	0.000146
701	north	39	0.000146
702	thanks	39	0.000146
703	south	39	0.000146
704	inside	39	0.000146
705	outside	39	0.000146
706	means	39	0.000146
707	family	39	0.000146
708	cap	39	0.000146
709	cowley	39	0.000146
710	penny	39	0.000146
711	d	39	0.000146
712	sailor	39	0.000146
713	terms	38	0.000142
714	gently	38	0.000142
715	added	38	0.000142
716	finger	38	0.000142
717	fear	38	0.000142
718	holding	38	0.000142
719	yourself	38	0.000142
